原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
YSH-0484SD,63,36098,430.0,1994.0,429.0,402.0
YSH-0295S,63,35712,430.0,2396.0,409.0,38.0
YSH-0494S,63,36119,860.0,0,360.0,557.0
YSH-0368SD,63,35858,860.0,557.0,360.0,701.0
YSH-0541SD,63,36214,860.0,1258.0,359.5,797.0
YSH-0580SD,63,36294,860.0,2055.0,354.0,372.0
YSH-0246S,64,35613,0,0,430.0,821.0
YSH-0247SD,64,35614,0,821.0,429.5,845.0
YSH-0368S,64,35859,0,1666.0,425.0,764.0
YSH-0517SD,64,36166,430.0,0,429.0,1901.0
YSH-0537SD,64,36206,430.0,1901.0,421.0,510.0
YSH-0531SD,64,36194,859.0,0,358.0,2385.0
YSH-0457SD,65,36041,0,0,429.0,1712.0
YSH-0529SD,65,36190,0,1712.0,427.0,485.0
YSH-0510S,65,36153,0,2197.0,361.0,210.5
YSH-0349S,65,35821,429.0,0,429.0,2060.5
YSH-0547S,65,36227,429.0,2060.5,391.0,355.0
YSH-0478SD,65,36086,858.0,0,358.0,969.0
YSH-0466SD,65,36059,858.0,969.0,358.0,969.0
YSH-0407SD,65,35939,858.0,1938.0,357.0,439.0
YSH-0479SD,65,36088,858.0,2377.0,355.0,58.0
YSH-0545SD,66,36222,0,0,428.0,793.0
YSH-0424S,66,35974,0,793.0,427.0,890.0
YSH-0449S,66,36026,0,1683.0,421.0,486.5
YSH-0486S,66,36103,0,2169.5,411.0,260.0
YSH-0520S,66,36173,428.0,0,424.5,2362.0
YSH-0325S,66,35772,428.0,2362.0,388.0,78.0
YSH-0421S,66,35968,852.5,0,358.0,742.0
YSH-0384S,66,35893,852.5,742.0,358.0,661.0
YSH-0343S,66,35808,852.5,1403.0,358.0,661.5
YSH-0379S,66,35882,852.5,2064.5,354.0,339.0
YSH-0546SD,67,36224,0,0,424.0,2371.5
YSH-0579SD,67,36292,0,2371.5,410.0,58.0
YSH-0409S,67,35944,424.0,0,420.0,501.5
YSH-0518SD,67,36168,424.0,501.5,417.0,479.5
YSH-0298S,67,35718,424.0,981.0,417.0,516.5
YSH-0319SD,67,35759,424.0,1497.5,416.5,530.0
YSH-0584SD,67,36302,424.0,2027.5,406.0,400.0
YSH-0454S,67,36036,844.0,0,375.0,1812.0
YSH-0299SD,67,35719,844.0,1812.0,375.0,502.0
YSH-0562SD,67,36257,844.0,2314.0,338.0,118.0
YSH-0276S,68,35673,0,0,420.0,2318.0
YSH-0274S,68,35669,0,2318.0,388.0,118.0
YSH-0271SD,68,35662,420.0,0,420.0,2109.0
YSH-0567S,68,36269,420.0,2109.0,382.0,329.0
YSH-0396SD,68,35917,840.0,0,380.0,978.0
YSH-0322SD,68,35765,840.0,978.0,380.0,495.0
YSH-0314S,68,35750,840.0,1473.0,380.0,608.0
YSH-0566S,68,36267,840.0,2081.0,370.0,339.0
YSH-0527SD,69,36186,0,0,416.5,2035.5
YSH-0427S,69,35980,0,2035.5,394.0,368.3
YSH-0366S,69,35855,416.5,0,415.0,2034.0
YSH-0438S,69,36003,416.5,2034.0,410.0,377.0
YSH-0399SD,69,35923,831.5,0,387.0,1494.0
YSH-0383S,69,35891,831.5,1494.0,385.0,738.0
YSH-0325SD,69,35771,831.5,2232.0,378.0,178.0
YSH-0342SD,70,35805,0,0,415.0,2298.0
YSH-0521S,70,36175,0,2298.0,343.0,132.5
YSH-0468S,70,36065,415.0,0,412.5,1797.0
YSH-0310SD,70,35741,415.0,1797.0,408.0,484.0
YSH-0317SD,70,35755,415.0,2281.0,393.0,156.0
YSH-0308SD,70,35737,827.5,0,392.0,2369.0
YSH-0580S,70,36295,827.5,2369.0,355.0,58.0
YSH-0540S,71,36213,0,0,412.0,1264.5
YSH-0534S,71,36201,0,1264.5,410.0,980.0
YSH-0474SD,71,36077,0,2244.5,402.0,178.0
YSH-0420S,71,35966,412.0,0,412.0,1901.0
YSH-0375SD,71,35873,412.0,1901.0,410.0,455.0
YSH-0568S,71,36271,412.0,2356.0,388.0,78.0
YSH-0587S,71,36309,824.0,0,395.0,1963.5
YSH-0227SD,71,35572,824.0,1963.5,391.0,470.0
YSH-0470SD,72,36068,0,0,410.0,755.0
YSH-0281S,72,35683,0,755.0,410.0,755.0
YSH-0422SD,72,35969,0,1510.0,403.0,447.0
YSH-0267S,72,35655,0,1957.0,402.5,439.0
YSH-0515SD,72,36162,410.0,0,408.0,997.0
YSH-0312S,72,35746,410.0,997.0,408.0,841.0
YSH-0316S,72,35754,410.0,1838.0,403.5,557.0
YSH-0439S,72,36005,818.0,0,402.0,668.5
YSH-0417S,72,35960,818.0,668.5,402.0,429.0
YSH-0484S,72,36099,818.0,1097.5,401.5,460.0
YSH-0261S,72,35643,818.0,1557.5,401.5,410.0
YSH-0305SD,72,35731,818.0,1967.5,401.0,410.0
YSH-0444SD,72,36015,818.0,2377.5,369.0,58.0
YSH-0340S,73,35802,0,0,406.5,1994.0
YSH-0321S,73,35764,0,1994.0,378.0,423.0
YSH-0550S,73,36234,406.5,0,400.0,577.0
YSH-0393SD,73,35910,406.5,577.0,400.0,578.0
YSH-0297SD,73,35715,406.5,1155.0,400.0,577.0
YSH-0468SD,73,36064,406.5,1732.0,398.0,448.0
YSH-0313SD,73,35747,406.5,2180.0,372.0,244.5
YSH-0535SD,73,36202,806.5,0,395.0,1963.5
YSH-0492S,73,36115,806.5,1963.5,388.0,427.0
YSH-0255S,74,35631,0,0,394.5,1090.0
YSH-0585S,74,36305,0,1090.0,394.0,978.0
YSH-0266S,74,35653,0,2068.0,394.0,368.3
YSH-0303SD,74,35727,394.5,0,393.0,857.0
YSH-0403S,74,35932,394.5,857.0,392.0,748.0
YSH-0339SD,74,35799,394.5,1605.0,390.0,556.0
YSH-0389SD,74,35902,394.5,2161.0,383.0,279.0
YSH-0327SD,74,35775,787.5,0,389.5,889.0
YSH-0490SD,74,36110,787.5,889.0,389.0,478.5
YSH-0355SD,74,35832,787.5,1367.5,383.3,684.5
YSH-0414S,74,35954,787.5,2052.0,379.0,339.0
YSH-0245S,74,35611,787.5,2391.0,368.0,38.0
YSH-0545S,74,36223,1177.0,0,38.0,1949.0
YSH-0387SD,74,35898,1177.0,1949.0,38.0,307.0
YSH-0234S,75,35587,0,0,387.0,1122.0
YSH-0389S,75,35903,0,1122.0,383.0,969.0
YSH-0440S,75,36007,0,2091.0,382.0,329.0
YSH-0344S,75,35810,387.0,0,383.0,577.0
YSH-0318SD,75,35757,387.0,577.0,382.8,684.5
YSH-0443SD,75,36013,387.0,1261.5,381.0,556.0
YSH-0442S,75,36012,387.0,1817.5,381.0,577.0
YSH-0411S,75,35948,770.0,0,382.0,2276.0
YSH-0228S,75,35575,770.0,2276.0,381.0,58.0
YSH-0410S,75,35946,1152.0,0,58.0,978.0
YSH-0366SD,75,35854,1152.0,978.0,58.0,400.0
YSH-0362SD,75,35846,1152.0,1378.0,58.0,894.0
YSH-0291S,76,35704,0,0,381.0,556.0
YSH-0587SD,76,36308,0,556.0,380.0,688.0
YSH-0500S,76,36132,0,1244.0,380.0,608.0
YSH-0578SD,76,36290,0,1852.0,365.0,437.5
YSH-0307S,76,35736,381.0,0,380.0,978.0
YSH-0294SD,76,35709,381.0,978.0,380.0,978.0
YSH-0488SD,76,36106,381.0,1956.0,358.0,410.0
YSH-0242S,76,35605,761.0,0,380.0,978.0
YSH-0531S,76,36195,761.0,978.0,379.0,798.0
YSH-0536SD,76,36204,761.0,1776.0,375.0,472.0
YSH-0395S,76,35916,1141.0,0,58.0,1557.5
YSH-0347SD,76,35815,1141.0,1557.5,58.0,438.0
YSH-0227S,77,35573,0,0,380.0,2048.0
YSH-0399S,77,35924,0,2048.0,377.0,323.0
YSH-0261SD,77,35642,380.0,0,377.0,1148.0
YSH-0429S,77,35984,380.0,1148.0,368.3,714.0
YSH-0369S,77,35861,380.0,1862.0,368.0,398.0
YSH-0441S,77,36009,380.0,2260.0,356.0,153.0
YSH-0347S,77,35816,757.0,0,375.0,1812.0
YSH-0236SD,77,35590,757.0,1812.0,367.5,480.0
YSH-0372S,77,35867,1132.0,0,58.0,2158.0
YSH-0275S,78,35671,0,0,375.0,1812.0
YSH-0577SD,78,36288,0,1812.0,365.0,563.0
YSH-0359S,78,35841,0,2375.0,364.0,48.0
YSH-0259SD,78,35638,375.0,0,358.0,707.0
YSH-0447S,78,36022,375.0,707.0,357.0,1162.0
YSH-0319S,78,35760,375.0,1869.0,354.0,489.0
YSH-0286SD,78,35692,733.0,0,357.0,2140.5
YSH-0400S,78,35926,733.0,2140.5,349.0,212.0
YSH-0367SD,78,35856,1090.0,0,58.0,2158.0
YSH-0317S,78,35756,1148.0,0,58.0,947.0
YSH-0300SD,78,35721,1148.0,947.0,58.0,972.0
YSH-0277SD,78,35674,1148.0,1919.0,58.0,426.0
YSH-0508SD,79,36147,0,0,349.0,675.0
YSH-0249SD,79,35618,0,675.0,348.5,675.0
YSH-0507S,79,36146,0,1350.0,343.0,973.0
YSH-0326S,79,35774,0,2323.0,338.0,78.0
YSH-0467S,79,36063,349.0,0,348.0,2309.0
YSH-0223SD,79,35564,349.0,2309.0,338.0,118.0
YSH-0268S,79,35657,697.0,0,348.0,1242.0
YSH-0235S,79,35589,697.0,1242.0,343.5,984.0
YSH-0434S,79,35995,697.0,2226.0,338.0,158.0
YSH-0298SD,79,35717,1045.0,0,58.0,716.0
YSH-0292SD,79,35705,1045.0,716.0,58.0,679.0
YSH-0285SD,79,35690,1045.0,1395.0,58.0,882.0
YSH-0278SD,79,35676,1103.0,0,58.0,871.0
YSH-0276SD,79,35672,1103.0,871.0,58.0,821.0
YSH-0241S,79,35602,1103.0,1692.0,58.0,426.0
YSH-0225S,79,35569,1103.0,2118.0,58.0,302.0
YSH-0262SD,79,35644,1161.0,0,58.0,925.0
YSH-0251SD,79,35622,1161.0,925.0,58.0,888.0
YSH-0229S,79,35577,1161.0,1813.0,58.0,398.0
YSH-0253S,80,35627,0,0,348.0,2429.0
YSH-0425S,80,35976,348.0,0,342.0,1590.0
YSH-0360SD,80,35842,348.0,1590.0,330.0,748.0
YSH-0304SD,80,35729,348.0,2338.0,326.5,92.5
YSH-0233S,80,35585,690.0,0,327.0,1223.0
YSH-0539S,80,36211,690.0,1223.0,326.0,706.0
YSH-0226SD,80,35570,690.0,1929.0,324.0,358.0
YSH-0248S,80,35617,1017.0,0,58.0,1252.0
YSH-0245SD,80,35610,1017.0,1252.0,58.0,860.0
YSH-0243S,80,35607,1075.0,0,58.0,821.0
YSH-0243SD,80,35606,1075.0,821.0,58.0,1252.0
YSH-0241SD,80,35601,1133.0,0,58.0,1060.0
YSH-0230S,80,35579,1133.0,1060.0,58.0,981.0
YSH-0365SD,80,35852,1133.0,2041.0,52.5,396.5
YSH-0532SD,81,36196,0,0,323.0,775.0
YSH-0373S,81,35870,0,775.0,323.0,377.0
YSH-0562S,81,36258,0,1152.0,322.0,329.0
YSH-0476SD,81,36082,0,1481.0,321.0,532.0
YSH-0377S,81,35878,0,2013.0,310.0,381.0
YSH-0270SD,81,35660,323.0,0,321.0,489.0
YSH-0222SD,81,35562,323.0,489.0,321.0,798.0
YSH-0446S,81,36020,323.0,1287.0,310.0,740.0
YSH-0440SD,81,36006,323.0,2027.0,310.0,381.0
YSH-0472S,81,36074,644.0,0,318.0,1610.0
YSH-0458SD,81,36043,644.0,1610.0,310.0,471.0
YSH-0418SD,81,35961,644.0,2081.0,308.0,298.0
YSH-0432S,81,35990,962.0,0,57.0,1537.0
YSH-0519S,81,36171,962.0,1537.0,55.0,847.0
YSH-0267SD,81,35654,1019.0,0,53.0,2378.0
YSH-0515S,81,36163,1072.0,0,38.0,2402.0
YSH-0503S,81,36138,1110.0,0,38.0,2386.0
YSH-0453S,81,36034,1148.0,0,38.0,2398.0
YSH-0273SD,82,35666,0,0,318.0,1610.0
YSH-0354SD,82,35830,0,1610.0,310.0,381.0
YSH-0394S,82,35914,0,1991.0,302.0,372.0
YSH-0532S,82,36197,318.0,0,310.0,2308.0
YSH-0274SD,82,35668,318.0,2308.0,303.0,92.5
YSH-0351SD,82,35824,628.0,0,310.0,471.0
YSH-0380S,82,35884,628.0,471.0,309.5,820.0
YSH-0558SD,82,36249,628.0,1291.0,308.5,661.0
YSH-0384SD,82,35892,628.0,1952.0,308.0,397.0
YSH-0341S,82,35804,938.0,0,281.5,703.0
YSH-0280S,82,35681,938.0,703.0,281.5,712.0
YSH-0547SD,82,36226,938.0,1415.0,280.0,748.0
YSH-0348SD,83,35818,0,0,301.0,560.0
YSH-0309S,83,35740,0,560.0,301.0,560.0
YSH-0279S,83,35679,0,1120.0,300.0,648.0
YSH-0508S,83,36149,0,1768.0,299.5,297.0
YSH-0405SD,83,35935,0,2065.0,282.5,361.4
YSH-0560S,83,36254,301.0,0,298.0,1381.0
YSH-0548S,83,36230,301.0,1381.0,298.0,511.0
YSH-0396S,83,35918,301.0,1892.0,298.0,338.0
YSH-0268SD,83,35656,301.0,2230.0,288.0,198.0
YSH-0488S,83,36107,599.0,0,298.0,2328.0
YSH-0404S,83,35934,599.0,2328.0,288.0,78.0
YSH-0405S,83,35936,897.0,0,298.0,936.0
YSH-0361SD,83,35844,897.0,936.0,298.0,311.0
YSH-0284SD,83,35688,897.0,1247.0,298.0,343.0
YSH-0249S,83,35619,897.0,1590.0,298.0,348.0
YSH-0477S,83,36085,897.0,1938.0,297.0,312.0
YSH-0534SD,83,36200,897.0,2250.0,288.0,158.0
YSH-0348S,84,35819,0,0,298.0,2368.0
YSH-0469S,84,36067,298.0,0,297.0,581.0
YSH-0416SD,84,35957,298.0,581.0,297.0,1097.0
YSH-0290S,84,35702,298.0,1678.0,297.0,641.0
YSH-0303S,84,35728,298.0,2319.0,288.0,118.0
YSH-0423SD,84,35971,595.0,0,297.0,2231.0
YSH-0258SD,84,35636,892.0,0,295.0,542.5
YSH-0234SD,84,35586,892.0,542.5,295.0,506.5
YSH-0453SD,84,36033,892.0,1049.0,294.0,1088.0
YSH-0574S,84,36283,892.0,2137.0,288.0,118.0
YSH-0473S,84,36076,892.0,2255.0,288.0,118.0
YSH-0572S,85,36279,0,0,280.0,1928.0
YSH-0450S,85,36028,0,1928.0,279.0,492.0
YSH-0371SD,85,35864,280.0,0,280.0,748.0
YSH-0278S,85,35677,280.0,748.0,280.0,748.0
YSH-0313S,85,35748,280.0,1496.0,279.5,771.0
YSH-0280SD,85,35680,560.0,0,279.0,412.0
YSH-0375S,85,35874,560.0,412.0,278.0,538.5
YSH-0283SD,85,35686,560.0,950.5,278.0,538.5
YSH-0493SD,85,36116,560.0,1489.0,276.0,439.0
YSH-0436SD,85,35998,560.0,1928.0,198.0,438.0
YSH-0374SD,85,35871,839.0,0,278.0,1760.0
YSH-0426SD,85,35977,839.0,1760.0,257.0,522.0
YSH-0444S,85,36016,1117.0,0,38.0,1808.0
YSH-0385S,85,35895,1155.0,0,38.0,2063.0
YSH-0381SD,86,35885,0,0,38.0,998.0
YSH-0254SD,86,35628,0,998.0,38.0,1288.0
YSH-0336S,86,35794,38.0,0,38.0,2398.0
YSH-0269S,86,35659,76.0,0,38.0,1928.0
YSH-0258S,86,35637,114.0,0,38.0,2198.0
YSH-0242SD,86,35603,152.0,0,38.0,2038.0
YSH-0221S,86,35561,190.0,0,38.0,890.0
